Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-6cmq,checkpoint-r96e,branch-yvp6,Randomise questionnaire elements?,Question Key,Response
64,1677100669696,22/02/2023 21:17:49,1677100667262,0,22/02/2023 21:17:47,108492,7,questionnaire-lr52,,27479824,BLIND,8169313,,complete,,,mobile,Apple iPhone,iOS 16.2,WebKit 605.1.15,428x926,428x888,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-futurefailure,5
65,1677100669696,22/02/2023 21:17:49,1677100667262,0,22/02/2023 21:17:47,108492,7,questionnaire-lr52,,27479824,BLIND,8169313,,complete,,,mobile,Apple iPhone,iOS 16.2,WebKit 605.1.15,428x926,428x888,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-futurefailure-quantised,5
66,1677100669696,22/02/2023 21:17:49,1677100667262,0,22/02/2023 21:17:47,108492,7,questionnaire-lr52,,27479824,BLIND,8169313,,complete,,,mobile,Apple iPhone,iOS 16.2,WebKit 605.1.15,428x926,428x888,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-repeatingsuccess,4
67,1677100669696,22/02/2023 21:17:49,1677100667262,0,22/02/2023 21:17:47,108492,7,questionnaire-lr52,,27479824,BLIND,8169313,,complete,,,mobile,Apple iPhone,iOS 16.2,WebKit 605.1.15,428x926,428x888,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-repeatingsuccess-quantised,4
68,1677100669696,22/02/2023 21:17:49,1677100667262,0,22/02/2023 21:17:47,108492,7,questionnaire-lr52,,27479824,BLIND,8169313,,complete,,,mobile,Apple iPhone,iOS 16.2,WebKit 605.1.15,428x926,428x888,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-discountingpraise,5
69,1677100669696,22/02/2023 21:17:49,1677100667262,0,22/02/2023 21:17:47,108492,7,questionnaire-lr52,,27479824,BLIND,8169313,,complete,,,mobile,Apple iPhone,iOS 16.2,WebKit 605.1.15,428x926,428x888,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-discountingpraise-quantised,5
70,1677100669696,22/02/2023 21:17:49,1677100667262,0,22/02/2023 21:17:47,108492,7,questionnaire-lr52,,27479824,BLIND,8169313,,complete,,,mobile,Apple iPhone,iOS 16.2,WebKit 605.1.15,428x926,428x888,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-comparingability,4
71,1677100669696,22/02/2023 21:17:49,1677100667263,0,22/02/2023 21:17:47,108492,7,questionnaire-lr52,,27479824,BLIND,8169313,,complete,,,mobile,Apple iPhone,iOS 16.2,WebKit 605.1.15,428x926,428x888,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-comparingability-quantised,4
72,1677100669696,22/02/2023 21:17:49,1677100667263,0,22/02/2023 21:17:47,108492,7,questionnaire-lr52,,27479824,BLIND,8169313,,complete,,,mobile,Apple iPhone,iOS 16.2,WebKit 605.1.15,428x926,428x888,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-successworries,5
73,1677100669696,22/02/2023 21:17:49,1677100667263,0,22/02/2023 21:17:47,108492,7,questionnaire-lr52,,27479824,BLIND,8169313,,complete,,,mobile,Apple iPhone,iOS 16.2,WebKit 605.1.15,428x926,428x888,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-successworries-quantised,5
74,1677100669696,22/02/2023 21:17:49,1677100667263,0,22/02/2023 21:17:47,108492,7,questionnaire-lr52,,27479824,BLIND,8169313,,complete,,,mobile,Apple iPhone,iOS 16.2,WebKit 605.1.15,428x926,428x888,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-sharingrecognition,4
75,1677100669696,22/02/2023 21:17:49,1677100667263,0,22/02/2023 21:17:47,108492,7,questionnaire-lr52,,27479824,BLIND,8169313,,complete,,,mobile,Apple iPhone,iOS 16.2,WebKit 605.1.15,428x926,428x888,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-sharingrecognition-quantised,4
76,1677100669696,22/02/2023 21:17:49,1677100667263,0,22/02/2023 21:17:47,108492,7,questionnaire-lr52,,27479824,BLIND,8169313,,complete,,,mobile,Apple iPhone,iOS 16.2,WebKit 605.1.15,428x926,428x888,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-beingthebest,5
77,1677100669696,22/02/2023 21:17:49,1677100667263,0,22/02/2023 21:17:47,108492,7,questionnaire-lr52,,27479824,BLIND,8169313,,complete,,,mobile,Apple iPhone,iOS 16.2,WebKit 605.1.15,428x926,428x888,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-beingthebest-quantised,5
78,1677100669696,22/02/2023 21:17:49,1677100667264,0,22/02/2023 21:17:47,108492,7,questionnaire-lr52,,27479824,BLIND,8169313,,complete,,,mobile,Apple iPhone,iOS 16.2,WebKit 605.1.15,428x926,428x888,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,END QUESTIONNAIRE,195066
1,1677099985064,22/02/2023 21:06:25,1677099985495,0,22/02/2023 21:06:25,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1517x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,BEGIN QUESTIONNAIRE,
2,1677100312513,22/02/2023 21:11:52,1677100312919,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-years,1
3,1677100312567,22/02/2023 21:11:52,1677100312925,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-monthlyuse,1
4,1677100312567,22/02/2023 21:11:52,1677100312926,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-newsfeed,1
5,1677100312567,22/02/2023 21:11:52,1677100312926,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-findingconnections,1
6,1677100312567,22/02/2023 21:11:52,1677100312927,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-jobpostings,0
7,1677100312567,22/02/2023 21:11:52,1677100312928,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-othersprofiles,1
8,1677100312567,22/02/2023 21:11:52,1677100312929,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-messaging,0
9,1677100312567,22/02/2023 21:11:52,1677100312930,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-posting,0
10,1677100312567,22/02/2023 21:11:52,1677100312930,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-likes,0
11,1677100312567,22/02/2023 21:11:52,1677100312931,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-ownprofile,2
12,1677100312567,22/02/2023 21:11:52,1677100312932,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-other,No
13,1677100312567,22/02/2023 21:11:52,1677100312932,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-connections,10
14,1677100312567,22/02/2023 21:11:52,1677100312933,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-successful,more successful
15,1677100312567,22/02/2023 21:11:52,1677100312933,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,LinkedIn-successful-quantised,1
16,1677100312567,22/02/2023 21:11:52,1677100312935,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-lovedones,D
17,1677100312567,22/02/2023 21:11:52,1677100312936,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-lovedones-quantised,4
18,1677100312567,22/02/2023 21:11:52,1677100312937,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-doingthings,B
19,1677100312567,22/02/2023 21:11:52,1677100312937,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-doingthings-quantised,2
20,1677100312567,22/02/2023 21:11:52,1677100312938,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-welldone,B
21,1677100312567,22/02/2023 21:11:52,1677100312938,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-welldone-quantised,2
22,1677100312567,22/02/2023 21:11:52,1677100312939,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-socialskills,D
23,1677100312661,22/02/2023 21:11:52,1677100312939,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-socialskills-quantised,4
24,1677100312661,22/02/2023 21:11:52,1677100312940,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-nocomparison,D
25,1677100312661,22/02/2023 21:11:52,1677100312941,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-nocomparison-quantised,4
26,1677100312661,22/02/2023 21:11:52,1677100312942,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-achievement,D
27,1677100312661,22/02/2023 21:11:52,1677100312942,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-achievement-quantised,4
28,1677100312661,22/02/2023 21:11:52,1677100312943,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-mutualopinions,D
29,1677100312661,22/02/2023 21:11:52,1677100312944,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-mutualopinions-quantised,4
30,1677100312661,22/02/2023 21:11:52,1677100312944,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-similarproblems,D
31,1677100312661,22/02/2023 21:11:52,1677100312945,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-similarproblems-quantised,4
32,1677100312661,22/02/2023 21:11:52,1677100312946,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-similarsituation,D
33,1677100312661,22/02/2023 21:11:52,1677100312947,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-similarsituation-quantised,4
34,1677100312661,22/02/2023 21:11:52,1677100312947,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComaprison-learnmore,A
35,1677100312661,22/02/2023 21:11:52,1677100312948,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComaprison-learnmore-quantised,1
36,1677100312661,22/02/2023 21:11:52,1677100312949,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-relativity,D
37,1677100312661,22/02/2023 21:11:52,1677100312950,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,SocialComparison-relativity-quantised,4
38,1677100312661,22/02/2023 21:11:52,1677100312951,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-afraidsuccess,5
39,1677100312661,22/02/2023 21:11:52,1677100312952,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-afraidsuccess-quantised,5
40,1677100312661,22/02/2023 21:11:52,1677100312953,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-competence,5
41,1677100312661,22/02/2023 21:11:52,1677100312954,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-competence-quantised,5
42,1677100312661,22/02/2023 21:11:52,1677100312955,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-evaluation,4
43,1677100312721,22/02/2023 21:11:52,1677100312956,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-evaluation-quantised,4
44,1677100312721,22/02/2023 21:11:52,1677100312957,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-priaseexpectations,4
45,1677100312721,22/02/2023 21:11:52,1677100312958,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-priaseexpectations-quantised,4
46,1677100312721,22/02/2023 21:11:52,1677100312959,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-rightplaceandtime,2
47,1677100312721,22/02/2023 21:11:52,1677100312960,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-rightplaceandtime-quantised,2
48,1677100312721,22/02/2023 21:11:52,1677100312961,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-capabilityimpressions,4
49,1677100312721,22/02/2023 21:11:52,1677100312962,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-capabilityimpressions-quantised,4
50,1677100312721,22/02/2023 21:11:52,1677100312963,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-capabilitymemories,4
51,1677100312721,22/02/2023 21:11:52,1677100312965,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-capabilitymemories-quantised,4
52,1677100312721,22/02/2023 21:11:52,1677100312966,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-taskperformance,2
53,1677100312721,22/02/2023 21:11:52,1677100312968,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-taskperformance-quantised,2
54,1677100312721,22/02/2023 21:11:52,1677100312969,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-successerror,3
55,1677100312721,22/02/2023 21:11:52,1677100312970,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-successerror-quantised,3
56,1677100312721,22/02/2023 21:11:52,1677100312971,0,22/02/2023 21:11:52,108492,7,questionnaire-lr52,,27479638,BLIND,8169253,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,Finished Consent Form,LinkedIn Usage & Impostor Phenomenon,7,Consent Given,Finished Consent Form,LinkedIn Users,No,Impostor-acceptingcompliments,4
